plu;Q (m3s);ev (mm/h);Q(mm/h)
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.09;0.018
0;2.02;0.156;0.018
0;2.02;0.198;0.018
0;2.02;0.246;0.018
0;2.02;0.276;0.018
0;2.02;0.294;0.018
0;2.02;0.294;0.018
0;2.02;0.276;0.018
0;2.02;0.246;0.018
0;2.02;0.198;0.018
0;2.02;0.156;0.018
0;2.02;0.09;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.06;0.018
0;2.02;0.108;0.018
0;2.02;0.138;0.018
0;2.02;0.168;0.018
0;2.02;0.192;0.018
0;2.02;0.204;0.018
0;2.02;0.204;0.018
0;2.02;0.192;0.018
0;2.02;0.168;0.018
0;2.02;0.138;0.018
0;2.02;0.108;0.018
0;2.02;0.06;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.096;0.018
0;2.02;0.174;0.018
0;2.02;0.216;0.018
0;2.02;0.27;0.018
0;2.02;0.306;0.018
0;2.02;0.324;0.018
0;2.02;0.324;0.018
0;2.02;0.306;0.018
0;2.02;0.27;0.018
0;2.02;0.216;0.018
0;2.02;0.174;0.018
1.2;2.68;0.096;0.024
0;2.46;0;0.0216
0;2.34;0;0.0216
0;2.27;0;0.0204
0;2.22;0;0.0204
0;2.19;0;0.0192
0;2.17;0;0.0192
0;2.16;0;0.0192
0;2.15;0;0.0192
0;2.14;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.12;0;0.0192
0;2.12;0.102;0.0192
0;2.11;0.18;0.0192
0;2.11;0.228;0.0192
0;2.11;0.282;0.0192
0;2.11;0.318;0.0192
0;2.1;0.336;0.0192
0;2.1;0.336;0.0192
0;2.1;0.318;0.0192
0;2.1;0.282;0.0192
0;2.1;0.228;0.0192
0;2.1;0.18;0.0192
0;2.1;0.102;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0.6;2.36;0;0.0216
0.2;2.3;0;0.0204
0.2;2.25;0.09;0.0204
0;2.23;0.156;0.0204
0;2.21;0.198;0.0204
3;5.09;0.246;0.0456
0.8;4.56;0.276;0.0408
0.2;3.61;0.294;0.0324
0;3.22;0.294;0.0288
0;3.02;0.276;0.0276
0;2.91;0.246;0.0264
0;2.84;0.198;0.0252
0;2.79;0.156;0.0252
0;2.76;0.09;0.0252
0;2.73;0;0.024
0;2.7;0;0.024
0;2.68;0;0.024
0;2.66;0;0.024
5;8.71;0;0.078
0;5.6;0;0.0504
0;4.64;0;0.042
0;4.24;0;0.0384
0;4.02;0;0.036
0;3.88;0;0.0348
0;3.78;0;0.0336
0;3.7;0;0.0336
0;3.64;0.09;0.0324
0;3.58;0.156;0.0324
0;3.53;0.198;0.0312
0;3.49;0.246;0.0312
0;3.45;0.276;0.0312
0;3.41;0.294;0.0312
0;3.37;0.294;0.03
0;3.34;0.276;0.03
0;3.3;0.246;0.03
0;3.27;0.198;0.03
0;3.24;0.156;0.0288
0;3.21;0.09;0.0288
0;3.18;0;0.0288
0;3.16;0;0.0288
0;3.13;0;0.0276
0;3.11;0;0.0276
0;3.08;0;0.0276
0;3.06;0;0.0276
0;3.04;0;0.0276
0;3.01;0;0.0276
0;2.99;0;0.0264
0;2.97;0;0.0264
0;2.95;0;0.0264
0;2.93;0;0.0264
0;2.91;0.096;0.0264
0;2.89;0.174;0.0264
0;2.88;0.222;0.0264
0;2.86;0.276;0.0252
0;2.84;0.312;0.0252
0;2.83;0.33;0.0252
0;2.81;0.33;0.0252
0;2.79;0.312;0.0252
0;2.78;0.276;0.0252
0;2.76;0.222;0.0252
0;2.75;0.174;0.0252
0;2.74;0.096;0.0252
0;2.72;0;0.024
0;2.71;0;0.024
0;2.7;0;0.024
0;2.68;0;0.024
0;2.67;0;0.024
0;2.66;0;0.024
0;2.65;0;0.024
0;2.64;0;0.024
0;2.63;0;0.024
0;2.62;0;0.024
0;2.61;0;0.024
0;2.59;0;0.0228
0;2.58;0.114;0.0228
0;2.58;0.198;0.0228
0;2.57;0.252;0.0228
0;2.56;0.306;0.0228
0;2.55;0.348;0.0228
0;2.54;0.372;0.0228
0;2.53;0.372;0.0228
0;2.52;0.348;0.0228
0;2.51;0.306;0.0228
0;2.5;0.252;0.0228
0;2.5;0.198;0.0228
0;2.49;0.114;0.0228
0;2.48;0;0.0228
0;2.47;0;0.0228
0;2.47;0;0.0228
0;2.46;0;0.0216
0;2.45;0;0.0216
0;2.45;0;0.0216
0;2.44;0;0.0216
0;2.43;0;0.0216
0;2.43;0;0.0216
0;2.42;0;0.0216
0;2.41;0;0.0216
0;2.41;0;0.0216
0;2.4;0.15;0.0216
0;2.4;0.264;0.0216
0;2.39;0.336;0.0216
0;2.38;0.414;0.0216
0;2.38;0.468;0.0216
0.2;2.37;0.498;0.0216
0;2.37;0.498;0.0216
0;2.36;0.468;0.0216
0;2.36;0.414;0.0216
0;2.35;0.336;0.0216
0;2.35;0.264;0.0216
0;2.34;0.15;0.0216
0;2.34;0;0.0216
0;2.33;0;0.0204
0;2.33;0;0.0204
0;2.33;0;0.0204
0;2.32;0;0.0204
0;2.32;0;0.0204
0;2.31;0;0.0204
0;2.31;0;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.29;0;0.0204
0;2.29;0.102;0.0204
0;2.29;0.18;0.0204
0;2.28;0.234;0.0204
0;2.28;0.288;0.0204
0;2.28;0.324;0.0204
0;2.27;0.342;0.0204
0;2.27;0.342;0.0204
0;2.26;0.324;0.0204
0;2.26;0.288;0.0204
0;2.26;0.234;0.0204
0;2.26;0.18;0.0204
0;2.25;0.102;0.0204
0;2.25;0;0.0204
0;2.25;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0.09;0.0204
0;2.21;0.156;0.0204
0;2.21;0.198;0.0204
0;2.21;0.246;0.0204
0;2.21;0.276;0.0204
0;2.2;0.294;0.0204
0;2.2;0.294;0.0204
0;2.2;0.276;0.0204
0;2.2;0.246;0.0204
0;2.2;0.198;0.0204
0;2.19;0.156;0.0192
0;2.19;0.09;0.0192
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0.054;0.0192
0;2.17;0.096;0.0192
0;2.16;0.12;0.0192
0;2.16;0.144;0.0192
0;2.16;0.168;0.0192
0;2.16;0.174;0.0192
0;2.16;0.174;0.0192
0;2.16;0.168;0.0192
0;2.15;0.144;0.0192
0;2.15;0.12;0.0192
0;2.15;0.096;0.0192
0;2.15;0.054;0.0192
0;2.15;0;0.0192
0.2;2.15;0;0.0192
0;2.15;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0.054;0.0192
0;2.13;0.102;0.0192
0;2.13;0.126;0.0192
0;2.13;0.156;0.0192
0;2.13;0.18;0.0192
0;2.13;0.192;0.0192
0;2.13;0.192;0.0192
0;2.12;0.18;0.0192
0;2.12;0.156;0.0192
0;2.12;0.126;0.0192
0;2.12;0.102;0.0192
0;2.12;0.054;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0.054;0.0192
0;2.11;0.102;0.0192
0;2.1;0.126;0.0192
0;2.1;0.156;0.0192
0;2.1;0.18;0.0192
0;2.1;0.192;0.0192
0;2.1;0.192;0.0192
0;2.1;0.18;0.0192
0;2.1;0.156;0.0192
0;2.1;0.126;0.0192
0;2.1;0.102;0.0192
0;2.1;0.054;0.0192
0.4;2.24;0;0.0204
0;2.22;0;0.0204
0;2.2;0;0.0204
0;2.18;0;0.0192
0.2;2.17;0;0.0192
0.2;2.17;0;0.0192
0;2.16;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0.144;0.0192
0;2.13;0.252;0.0192
0;2.13;0.324;0.0192
0;2.13;0.396;0.0192
0;2.13;0.45;0.0192
0;2.13;0.48;0.0192
1;2.71;0.48;0.024
0.6;3.02;0.45;0.0276
0.2;2.73;0.396;0.024
5.4;9.4;0.324;0.0852
0.6;6.21;0.252;0.0564
0;4.72;0.144;0.042
0;4.17;0;0.0372
0;3.9;0;0.0348
0;3.74;0;0.0336
0;3.63;0;0.0324
2;5.63;0;0.0504
0;4.78;0;0.0432
0.2;4.38;0;0.0396
0;4.16;0;0.0372
0.4;4.37;0;0.0396
0;4.17;0;0.0372
0;4.03;0;0.036
0;3.93;0;0.0348
0;3.85;0.12;0.0348
0;3.78;0.21;0.0336
0;3.73;0.27;0.0336
0;3.67;0.33;0.0336
0;3.62;0.378;0.0324
0;3.58;0.402;0.0324
0;3.53;0.402;0.0312
0;3.49;0.378;0.0312
0;3.45;0.33;0.0312
0;3.42;0.27;0.0312
0;3.38;0.21;0.03
0;3.35;0.12;0.03
0;3.32;0;0.03
0;3.28;0;0.03
0;3.25;0;0.0288
0;3.23;0;0.0288
0;3.2;0;0.0288
0;3.17;0;0.0288
0;3.14;0;0.0288
0;3.12;0;0.0276
0;3.09;0;0.0276
0;3.07;0;0.0276
0.2;3.05;0;0.0276
0;3.03;0;0.0276
0;3;0.09;0.0276
0;2.98;0.162;0.0264
0;2.96;0.21;0.0264
0;2.94;0.258;0.0264
0;2.92;0.288;0.0264
0;2.9;0.306;0.0264
0;2.89;0.306;0.0264
0.2;2.87;0.288;0.0264
0;2.85;0.258;0.0252
0;2.84;0.21;0.0252
0.4;3.02;0.162;0.0276
0.2;2.98;0.09;0.0264
0;2.94;0;0.0264
0;2.91;0;0.0264
0;2.88;0;0.0264
0;2.86;0;0.0252
0;2.84;0;0.0252
0;2.82;0;0.0252
0;2.8;0;0.0252
0;2.78;0;0.0252
0;2.77;0;0.0252
0;2.75;0;0.0252
0;2.73;0;0.024
0;2.72;0;0.024
0;2.71;0.096;0.024
0;2.69;0.174;0.024
0;2.68;0.216;0.024
0;2.67;0.27;0.024
0;2.65;0.306;0.024
0;2.64;0.324;0.024
0;2.63;0.324;0.024
0;2.62;0.306;0.024
0;2.61;0.27;0.024
0;2.6;0.216;0.024
0;2.59;0.174;0.0228
0;2.58;0.096;0.0228
0;2.57;0;0.0228
0;2.56;0;0.0228
0;2.55;0;0.0228
0;2.54;0;0.0228
0;2.53;0;0.0228
0;2.52;0;0.0228
0;2.51;0;0.0228
0;2.51;0;0.0228
0;2.5;0;0.0228
0;2.49;0;0.0228
0;2.48;0;0.0228
0;2.47;0;0.0228
0;2.47;0.126;0.0228
0;2.46;0.228;0.0216
0;2.45;0.288;0.0216
0;2.45;0.354;0.0216
0;2.44;0.402;0.0216
0;2.43;0.426;0.0216
0;2.43;0.426;0.0216
0;2.42;0.402;0.0216
0;2.41;0.354;0.0216
0;2.41;0.288;0.0216
0;2.4;0.228;0.0216
0;2.4;0.126;0.0216
0;2.39;0;0.0216
0;2.38;0;0.0216
0;2.38;0;0.0216
0;2.37;0;0.0216
0;2.37;0;0.0216
0;2.36;0;0.0216
0;2.36;0;0.0216
0;2.35;0;0.0216
0;2.35;0;0.0216
0;2.34;0;0.0216
0;2.34;0;0.0216
0;2.33;0;0.0204
0;2.33;0.096;0.0204
0;2.33;0.168;0.0204
0;2.32;0.216;0.0204
0;2.32;0.264;0.0204
0;2.31;0.3;0.0204
0;2.31;0.318;0.0204
0;2.3;0.318;0.0204
0;2.3;0.3;0.0204
0;2.3;0.264;0.0204
0;2.29;0.216;0.0204
0;2.29;0.168;0.0204
0;2.29;0.096;0.0204
0;2.28;0;0.0204
0;2.28;0;0.0204
0;2.28;0;0.0204
0;2.27;0;0.0204
0;2.27;0;0.0204
0;2.27;0;0.0204
0;2.26;0;0.0204
0;2.26;0;0.0204
0;2.26;0;0.0204
0;2.25;0;0.0204
0;2.25;0;0.0204
0;2.25;0;0.0204
0;2.24;0.072;0.0204
0;2.24;0.12;0.0204
0;2.24;0.156;0.0204
0;2.24;0.192;0.0204
0.2;2.23;0.216;0.0204
0;2.23;0.234;0.0204
0;2.23;0.234;0.0204
0;2.22;0.216;0.0204
0;2.22;0.192;0.0204
0;2.22;0.156;0.0204
0;2.22;0.12;0.0204
0;2.21;0.072;0.0204
0;2.21;0;0.0204
0;2.21;0;0.0204
0;2.21;0;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.19;0.048;0.0192
0;2.18;0.084;0.0192
0;2.18;0.108;0.0192
0;2.18;0.132;0.0192
0;2.18;0.15;0.0192
0;2.18;0.162;0.0192
0;2.17;0.162;0.0192
0;2.17;0.15;0.0192
0;2.17;0.132;0.0192
0;2.17;0.108;0.0192
0;2.17;0.084;0.0192
0;2.17;0.048;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0.084;0.0192
0;2.14;0.144;0.0192
0;2.14;0.186;0.0192
0;2.14;0.228;0.0192
0;2.14;0.258;0.0192
0;2.14;0.276;0.0192
0;2.14;0.276;0.0192
0;2.14;0.258;0.0192
0;2.13;0.228;0.0192
0;2.13;0.186;0.0192
0;2.13;0.144;0.0192
0;2.13;0.084;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0.072;0.0192
0;2.12;0.132;0.0192
0;2.11;0.168;0.0192
0;2.11;0.204;0.0192
0;2.11;0.228;0.0192
0;2.11;0.246;0.0192
0;2.11;0.246;0.0192
0;2.11;0.228;0.0192
0;2.11;0.204;0.0192
0;2.11;0.168;0.0192
0;2.11;0.132;0.0192
0;2.11;0.072;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
6.6;10.15;0;0.0912
0.8;6.53;0;0.0588
4.2;10.67;0;0.096
0.6;7.57;0;0.0684
0;6.06;0;0.054
0.4;5.89;0;0.0528
0;5.42;0.084;0.0492
0.2;5.14;0.15;0.0468
0;4.95;0.192;0.0444
0;4.81;0.24;0.0432
0;4.69;0.27;0.042
0;4.59;0.288;0.0408
0;4.5;0.288;0.0408
0;4.41;0.27;0.0396
0;4.33;0.24;0.0384
0;4.26;0.192;0.0384
0;4.19;0.15;0.0372
0;4.13;0.084;0.0372
0;4.07;0;0.0372
0;4.01;0;0.036
0;3.95;0;0.036
0;3.9;0;0.0348
0;3.85;0;0.0348
0;3.8;0;0.0348
0;3.75;0;0.0336
0;3.7;0;0.0336
0;3.66;0;0.0324
0;3.62;0;0.0324
0;3.58;0;0.0324
0;3.54;0;0.0324
0;3.5;0.084;0.0312
0.2;3.46;0.15;0.0312
0;3.43;0.192;0.0312
0;3.39;0.234;0.03
0;3.36;0.264;0.03
0;3.33;0.282;0.03
0;3.3;0.282;0.03
0;3.27;0.264;0.03
0;3.24;0.234;0.0288
0;3.21;0.192;0.0288
0;3.18;0.15;0.0288
0;3.16;0.084;0.0288
0;3.13;0;0.0276
0;3.11;0;0.0276
0;3.08;0;0.0276
0;3.06;0;0.0276
0;3.04;0;0.0276
0;3.02;0;0.0276
0;2.99;0;0.0264
0;2.97;0;0.0264
0;2.95;0;0.0264
0;2.93;0;0.0264
0;2.92;0;0.0264
0;2.9;0;0.0264
0;2.88;0.066;0.0264
0;2.86;0.12;0.0252
0;2.85;0.15;0.0252
0;2.83;0.186;0.0252
0;2.81;0.21;0.0252
0;2.8;0.222;0.0252
0;2.78;0.222;0.0252
0;2.77;0.21;0.0252
0;2.75;0.186;0.0252
0;2.74;0.15;0.0252
0;2.73;0.12;0.024
0;2.71;0.066;0.024
0;2.7;0;0.024
0;2.69;0;0.024
0;2.68;0;0.024
0;2.66;0;0.024
0;2.65;0;0.024
0;2.64;0;0.024
0;2.63;0;0.024
0;2.62;0;0.024
0;2.61;0;0.024
0;2.6;0;0.024
0;2.59;0;0.0228
0;2.58;0;0.0228
0;2.57;0.132;0.0228
0;2.56;0.24;0.0228
0;2.55;0.306;0.0228
0;2.54;0.372;0.0228
0;2.53;0.42;0.0228
0;2.52;0.45;0.0228
0;2.51;0.45;0.0228
0;2.51;0.42;0.0228
0;2.5;0.372;0.0228
0;2.49;0.306;0.0228
0;2.48;0.24;0.0228
0;2.48;0.132;0.0228
0;2.47;0;0.0228
0;2.46;0;0.0216
0;2.45;0;0.0216
0;2.45;0;0.0216
0;2.44;0;0.0216
0;2.43;0;0.0216
0;2.43;0;0.0216
0;2.42;0;0.0216
0;2.41;0;0.0216
0;2.41;0;0.0216
0;2.4;0;0.0216
0;2.4;0;0.0216
0;2.39;0.072;0.0216
0;2.39;0.126;0.0216
0;2.38;0.162;0.0216
0;2.37;0.198;0.0216
0;2.37;0.222;0.0216
0;2.36;0.24;0.0216
0;2.36;0.24;0.0216
0;2.35;0.222;0.0216
0;2.35;0.198;0.0216
0;2.34;0.162;0.0216
0;2.34;0.126;0.0216
0;2.34;0.072;0.0216
0;2.33;0;0.0204
0;2.33;0;0.0204
0;2.32;0;0.0204
0;2.32;0;0.0204
0;2.31;0;0.0204
0;2.31;0;0.0204
0;2.31;0;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.29;0;0.0204
0;2.29;0;0.0204
0;2.29;0;0.0204
0;2.28;0.084;0.0204
0;2.28;0.15;0.0204
0;2.28;0.192;0.0204
0;2.27;0.234;0.0204
0;2.27;0.264;0.0204
0;2.27;0.282;0.0204
0;2.26;0.282;0.0204
0;2.26;0.264;0.0204
0;2.26;0.234;0.0204
0;2.25;0.192;0.0204
0;2.25;0.15;0.0204
0;2.25;0.084;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.21;0;0.0204
0;2.21;0.102;0.0204
0;2.21;0.18;0.0204
0;2.21;0.228;0.0204
0;2.21;0.282;0.0204
0;2.2;0.318;0.0204
0;2.2;0.336;0.0204
0;2.2;0.336;0.0204
0;2.2;0.318;0.0204
0;2.19;0.282;0.0192
0;2.19;0.228;0.0192
0;2.19;0.18;0.0192
0;2.19;0.102;0.0192
0;2.19;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.16;0.078;0.0192
0;2.16;0.132;0.0192
0;2.16;0.168;0.0192
0;2.16;0.21;0.0192
0;2.16;0.24;0.0192
0;2.16;0.252;0.0192
0;2.15;0.252;0.0192
0;2.15;0.24;0.0192
0;2.15;0.21;0.0192
0;2.15;0.168;0.0192
0;2.15;0.132;0.0192
0;2.15;0.078;0.0192
0;2.15;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0.084;0.0192
0;2.13;0.15;0.0192
0;2.13;0.192;0.0192
0;2.13;0.24;0.0192
0;2.13;0.27;0.0192
0;2.12;0.288;0.0192
0;2.12;0.288;0.0192
0;2.12;0.27;0.0192
0;2.12;0.24;0.0192
0;2.12;0.192;0.0192
0;2.12;0.15;0.0192
0;2.12;0.084;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0.102;0.0192
0;2.1;0.18;0.0192
0;2.1;0.234;0.0192
0;2.1;0.288;0.0192
0;2.1;0.324;0.0192
0;2.1;0.342;0.0192
0;2.1;0.342;0.0192
0;2.1;0.324;0.0192
0;2.1;0.288;0.0192
0;2.1;0.234;0.0192
0;2.1;0.18;0.0192
0;2.1;0.102;0.0192
0;2.1;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0.072;0.0192
0;2.09;0.126;0.0192
0;2.09;0.162;0.0192
0;2.08;0.198;0.0192
0;2.08;0.222;0.0192
0;2.08;0.24;0.0192
0;2.08;0.24;0.0192
0;2.08;0.222;0.0192
0;2.08;0.198;0.0192
0;2.08;0.162;0.0192
0;2.08;0.126;0.0192
0;2.08;0.072;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0.078;0.0192
0;2.07;0.138;0.0192
0;2.07;0.174;0.0192
0.2;2.07;0.216;0.0192
0;2.07;0.246;0.0192
0;2.07;0.258;0.0192
0;2.07;0.258;0.0192
0;2.07;0.246;0.0192
0;2.07;0.216;0.0192
0;2.07;0.174;0.0192
0;2.07;0.138;0.0192
0;2.07;0.078;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0.072;0.018
0;2.06;0.126;0.018
0;2.06;0.162;0.018
0;2.06;0.198;0.018
0;2.06;0.222;0.018
0;2.06;0.24;0.018
0;2.06;0.24;0.018
0;2.06;0.222;0.018
0;2.06;0.198;0.018
0;2.06;0.162;0.018
0;2.06;0.126;0.018
0;2.06;0.072;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0.036;0.018
0;2.05;0.06;0.018
0;2.05;0.078;0.018
0;2.05;0.096;0.018
0;2.05;0.108;0.018
0;2.05;0.114;0.018
0;2.05;0.114;0.018
0;2.05;0.108;0.018
0;2.05;0.096;0.018
0;2.05;0.078;0.018
0;2.05;0.06;0.018
0;2.05;0.036;0.018
0;2.05;0;0.018
0.8;2.42;0;0.0216
0;2.33;0;0.0204
0;2.27;0;0.0204
0;2.23;0;0.0204
0;2.2;0;0.0204
0;2.18;0;0.0192
0;2.17;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.14;0;0.0192
0;2.13;0;0.0192
0;2.13;0.084;0.0192
0;2.13;0.144;0.0192
0;2.12;0.186;0.0192
0;2.12;0.228;0.0192
0;2.12;0.258;0.0192
0;2.11;0.276;0.0192
0;2.11;0.276;0.0192
0;2.11;0.258;0.0192
0;2.11;0.228;0.0192
0;2.11;0.186;0.0192
0;2.11;0.144;0.0192
0;2.1;0.084;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0.09;0.0192
0;2.09;0.162;0.0192
0;2.09;0.204;0.0192
0;2.09;0.252;0.0192
0;2.09;0.282;0.0192
0;2.09;0.3;0.0192
0;2.09;0.3;0.0192
0;2.09;0.282;0.0192
0;2.08;0.252;0.0192
0;2.08;0.204;0.0192
0;2.08;0.162;0.0192
0;2.08;0.09;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.07;0;0.0192
0;2.07;0.09;0.0192
0;2.07;0.156;0.0192
0;2.07;0.198;0.0192
0;2.07;0.246;0.0192
0;2.07;0.276;0.0192
0;2.07;0.294;0.0192
0;2.07;0.294;0.0192
0;2.07;0.276;0.0192
0;2.07;0.246;0.0192
0;2.07;0.198;0.0192
0;2.07;0.156;0.0192
0;2.07;0.09;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0.2;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0.12;0.018
0;2.06;0.21;0.018
0;2.06;0.27;0.018
0;2.06;0.33;0.018
0;2.06;0.378;0.018
0;2.06;0.402;0.018
0;2.06;0.402;0.018
0;2.06;0.378;0.018
0;2.06;0.33;0.018
0;2.06;0.27;0.018
0;2.06;0.21;0.018
0;2.06;0.12;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
